RespId,Model,Context,Temperature,Duration,"Eval Tokens",Query,"Eval Duration","Prompt Eval Tokens",'Tokens Per Second","Web Search",Docs,URL,CPU_GPU,RAM,OS,Computer,Server,"Response File"
"c12_s004.12","qwen2:0.5b","8000","0.07","42.31","875","What are the city's restaurants?","32.50","6920","26.92","Lexington Va","5 Sources, 20817 bytes","https://en.wikipedia.org/wiki/Lexington%2C_Virginia","Apple M1","8","Sonoma v15.2","Apple Mac Mini (2022)","rm231d-os15_Robins-Mac-mini (10.0.0.37)","file:////Users/Shared/Repos/VPApps_/dev03-robin/./docs/c12_websearch-app/c12_s004.12.4.50401.2052_Response.txt"
